0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
age-0,age-0-4,age-1,age-10,age-10-14,age-11,age-12,age-13,age-14,age-15,age-15-19,age-16,age-17,age-18,age-19,age-2,age-20,age-20-24,age-21,age-22,age-23,age-24,age-25,age-25-29,age-26,age-27,age-28,age-29,age-3,age-30,age-30-34,age-31,age-32,age-33,age-34,age-35,age-35-39,age-36,age-37,age-38,age-39,age-4,age-40,age-40-44,age-41,age-42,age-43,age-44,age-45,age-45-49,age-46,age-47,age-48,age-49,age-5,age-5-9,age-50,age-50-54,age-51,age-52,age-53,age-54,age-55,age-55-59,age-56,age-57,age-58,age-59,age-6,age-60,age-60-64,age-61,age-62,age-63,age-64,age-65,age-65-69,age-66,age-67,age-68,age-69,age-7,age-70,age-70-74,age-71,age-72,age-73,age-74,age-75,age-75-79,age-76,age-77,age-78,age-79,age-8,age-80,age-80-84,age-81,age-82,age-83,age-84,age-85,age-85-89,age-86,age-87,age-88,age-89,age-9,age-90,age-90-94,age-91,age-92,age-93,age-94,age-95,age-95-99,age-96,age-97,age-98,age-99,age-all,age-notReported,age-over100,age-over15
